QoS_type,QoS_type_EncryptionTime(ms),QoS_type_EncryptedSize(KB),QoD_model,QoD_model_EncryptionTime(ms),QoD_model_EncryptedSize(KB),QoD_os-version,QoD_os-version_EncryptionTime(ms),QoD_os-version_EncryptedSize(KB),QoS_operator,QoS_operator_EncryptionTime(ms),QoS_operator_EncryptedSize(KB),MOS,MOS_EncryptionTime(ms),MOS_EncryptedSize(KB)
5,2.470,91.165,8,2.341,91.178,8,2.339,91.239,4,2.572,91.297,5,4.489,91.248
4,4.627,91.094,2,2.829,91.233,11,2.265,91.187,3,2.312,91.181,5,4.032,91.190
5,2.395,91.194,9,7.455,91.045,16,4.482,91.186,4,2.431,91.265,3,4.000,91.160
4,2.699,91.099,2,2.289,91.158,11,2.256,91.197,3,5.390,91.161,4,3.884,91.269
5,2.482,91.131,8,2.767,91.223,8,2.191,91.205,1,2.173,91.172,5,2.197,91.249
2,2.294,91.142,2,3.709,91.158,11,3.907,91.165,3,2.332,91.054,5,3.831,91.192
4,3.178,91.172,9,2.285,91.160,2,2.341,91.216,3,4.757,91.212,3,4.889,91.163
4,3.865,91.142,2,2.908,91.214,11,2.288,91.104,3,2.251,91.220,5,2.265,91.208
4,5.068,91.206,2,4.298,91.143,11,3.963,91.277,3,3.663,91.072,4,3.810,91.252
2,3.798,91.232,2,2.320,91.187,11,2.318,91.269,3,4.615,91.185,4,3.566,91.214
4,3.420,91.097,9,4.293,91.138,16,2.511,91.219,4,2.261,91.214,5,2.292,91.136
5,4.842,91.184,9,3.072,91.200,3,3.982,91.096,4,2.579,91.219,3,2.240,91.227
4,2.246,91.288,2,3.880,91.125,11,4.592,91.156,3,4.280,91.233,4,2.935,91.161
4,2.344,91.224,2,2.248,91.090,11,2.211,91.166,3,2.331,91.151,4,2.576,91.181
4,4.848,91.158,8,5.546,91.229,9,2.222,91.219,3,3.841,91.131,4,2.299,91.151
5,3.947,91.083,10,2.271,91.063,1,4.259,91.126,1,3.534,91.219,4,2.377,91.216
4,2.339,91.121,2,2.459,91.147,11,2.738,91.134,3,2.232,91.117,5,4.894,91.098
4,4.238,91.167,9,3.291,91.176,16,2.337,91.167,4,2.934,91.147,4,2.285,91.202
4,2.253,91.233,8,2.282,91.104,9,4.090,91.254,3,4.006,91.214,4,2.265,91.107
4,2.219,91.278,13,2.280,91.215,12,2.341,91.139,3,4.137,91.244,4,4.502,91.123
4,4.138,91.228,2,2.532,91.194,11,2.328,91.115,3,3.959,91.110,4,3.828,91.130
2,2.529,91.201,2,5.049,91.176,11,3.634,91.218,3,2.596,91.286,4,2.517,91.155
5,2.923,91.095,8,2.712,91.187,8,3.444,91.267,4,2.239,91.190,4,4.692,91.196
5,4.160,91.081,2,4.731,91.253,11,4.151,91.148,4,2.991,91.240,4,2.246,91.204
4,2.294,91.038,13,4.841,91.145,5,3.955,91.267,1,2.260,91.287,4,2.348,91.193
4,2.277,91.225,0,2.307,91.242,0,2.777,91.129,4,4.380,91.239,4,4.040,91.147
2,2.413,91.208,2,2.295,91.220,11,3.963,91.175,3,2.255,91.128,4,2.330,91.214
4,2.298,91.175,2,5.265,91.184,11,2.685,91.192,3,3.620,91.250,4,2.680,91.283
4,2.295,91.110,2,2.368,91.120,11,2.444,91.115,3,7.848,91.197,4,4.238,91.278
4,2.283,91.216,9,2.257,91.188,2,2.348,91.207,4,5.002,91.112,4,2.344,91.178
5,4.827,91.138,8,5.234,91.210,8,2.253,91.191,4,2.319,91.188,4,2.356,91.109
2,2.523,91.143,9,2.395,91.139,2,3.897,91.231,2,5.416,91.130,4,4.907,91.111
4,2.942,91.101,9,3.034,91.214,2,4.312,91.034,2,2.344,91.155,4,3.196,91.161
2,5.079,91.170,10,3.688,91.180,1,2.345,91.229,1,2.443,91.168,4,2.367,91.179
4,2.279,91.174,2,2.288,91.089,11,5.144,91.158,3,3.970,91.202,4,3.943,91.223
4,2.464,91.086,8,2.328,91.113,9,4.242,91.223,3,2.312,91.080,4,2.257,91.235
4,4.689,91.188,2,5.895,91.086,11,3.957,91.089,3,4.106,91.026,4,2.263,91.212
5,2.438,91.199,9,4.026,91.174,16,5.163,91.115,4,4.065,91.160,3,2.472,91.193
3,2.492,91.212,2,2.548,91.266,11,2.449,91.230,3,2.524,91.229,4,3.658,91.213
4,3.162,91.071,2,2.468,91.117,11,4.340,91.193,3,3.991,91.173,4,2.579,91.199
4,2.301,91.175,2,2.640,91.172,11,4.671,91.098,3,4.324,91.131,4,3.845,91.162
2,2.532,91.173,2,2.512,91.163,11,2.358,91.176,3,2.366,91.271,5,4.683,91.216
5,4.661,91.227,3,3.999,91.159,16,3.874,91.230,4,2.201,91.091,4,3.976,91.140
5,2.237,91.208,2,5.018,91.207,11,4.584,91.287,4,2.977,91.181,3,3.109,91.207
5,2.434,91.073,8,2.765,91.191,8,2.259,91.138,4,2.344,91.167,5,4.738,91.127
5,4.184,91.166,12,2.321,91.144,14,2.875,91.147,4,2.679,91.245,5,2.267,91.102
2,2.202,91.141,2,4.889,91.149,11,4.184,91.212,3,2.448,91.094,4,2.802,91.145
4,3.796,91.134,14,3.438,91.268,10,2.662,91.147,3,4.903,91.146,4,5.867,91.197
4,4.050,91.202,2,2.420,91.145,11,2.936,91.146,4,2.817,91.298,4,2.331,91.204
2,4.157,91.167,2,3.860,91.286,11,2.233,91.139,3,3.900,91.163,5,3.495,91.210
4,10.806,91.146,2,2.286,91.113,11,2.910,91.138,3,4.962,91.134,4,4.379,91.181
4,2.248,91.208,12,3.457,91.193,14,2.543,91.222,3,2.375,91.197,4,2.661,91.146
4,5.541,91.231,2,4.821,91.188,11,2.539,91.041,3,2.304,91.056,4,2.648,91.249
5,2.425,91.137,8,2.440,91.148,8,2.525,91.159,4,4.346,91.159,5,4.320,91.240
5,2.433,91.178,10,2.316,91.120,1,2.339,91.224,4,2.331,91.174,4,2.404,91.135
2,4.861,91.132,2,3.695,91.151,11,2.422,91.202,3,2.310,91.234,5,2.331,91.147
4,2.740,91.170,2,2.259,91.119,11,5.040,91.244,3,2.794,91.100,4,3.916,91.208
4,3.831,91.258,2,2.420,91.193,11,4.058,91.114,3,2.405,91.170,4,4.657,91.165
4,3.904,91.168,8,2.353,91.182,8,2.351,91.201,1,3.087,91.211,4,2.342,91.196
4,3.953,91.207,13,4.109,91.130,5,3.583,91.146,4,3.968,91.186,4,3.212,91.089
2,2.445,91.197,2,2.274,91.194,11,2.204,91.203,3,2.435,91.232,4,5.027,91.252
5,4.186,91.183,8,2.827,91.077,9,2.297,91.138,1,2.630,91.207,4,2.549,91.198
4,2.317,91.228,9,3.997,91.238,2,4.127,91.211,4,2.994,91.206,4,4.007,91.226
5,2.611,91.126,8,3.218,91.182,8,2.224,91.237,4,3.564,91.172,5,4.772,91.266
4,11.286,91.280,2,2.318,91.141,11,10.112,91.180,3,2.274,91.130,4,2.902,91.174
2,2.901,91.260,2,5.171,91.214,11,4.004,91.093,3,2.305,91.174,5,2.323,91.044
4,2.342,91.077,2,2.713,91.164,11,2.699,91.138,3,4.348,91.148,4,4.009,91.186
4,2.370,91.076,9,2.332,91.181,2,2.300,91.118,4,3.969,91.220,5,3.168,91.236
4,2.822,91.166,13,4.785,91.178,5,3.933,91.188,4,2.363,91.215,3,2.245,91.219
5,3.502,91.166,2,2.302,91.237,11,2.350,91.121,4,5.305,91.158,4,4.740,91.180
4,2.366,91.176,2,2.302,91.187,11,2.242,91.125,3,2.381,91.162,5,4.452,91.205
4,5.072,91.233,9,4.526,91.234,2,2.311,91.196,2,2.520,91.206,5,2.498,91.135
4,2.363,91.147,2,2.668,91.127,11,2.335,91.080,3,3.990,91.180,5,4.089,91.106
4,2.368,91.218,14,2.317,91.188,10,2.382,91.190,3,2.329,91.200,4,3.840,91.200
4,4.818,91.112,2,3.808,91.146,11,2.411,91.174,4,2.258,91.204,3,2.431,91.233
4,2.296,91.155,12,2.352,91.276,14,4.524,91.126,3,4.051,91.180,4,2.269,91.107
4,2.228,91.152,2,2.270,91.188,11,2.349,91.097,3,2.331,91.188,4,2.535,91.231
4,4.805,91.200,2,4.265,91.143,11,2.402,91.194,3,2.663,91.221,5,2.380,91.183
2,5.779,91.254,9,3.876,91.172,2,5.348,91.270,2,4.241,91.131,4,2.329,91.245
4,2.288,91.204,8,2.432,91.059,8,2.264,91.209,1,2.458,91.188,4,4.776,91.241
5,3.645,91.207,8,2.581,91.247,9,2.283,91.275,1,2.308,91.254,4,2.398,91.236
4,2.194,91.187,2,2.310,91.194,11,4.885,91.149,3,5.648,91.122,5,2.243,91.187
4,2.464,91.205,2,2.370,91.273,11,2.667,91.149,3,2.350,91.224,5,3.899,91.220
2,4.206,91.177,10,2.364,91.265,1,2.330,91.167,1,2.335,91.228,3,2.242,91.326
2,2.343,91.220,8,4.010,91.211,8,4.259,91.185,3,2.314,91.198,5,2.386,91.158
5,2.322,91.097,9,2.234,91.191,4,2.307,91.129,4,2.278,91.036,3,4.660,91.199
5,3.849,91.120,14,2.210,91.254,10,2.232,91.221,4,2.225,91.162,4,2.251,91.182
5,3.973,91.139,8,5.391,91.154,8,3.644,91.215,4,2.319,91.196,2,2.447,91.179
4,2.983,91.179,2,2.217,91.205,11,2.290,91.263,3,3.549,91.171,4,3.837,91.115
2,2.280,91.194,2,2.252,91.229,11,2.213,91.280,3,2.289,91.171,5,2.338,91.110
2,2.245,91.085,2,3.877,91.190,11,4.344,91.184,3,2.214,91.190,4,2.342,91.227
4,2.695,91.193,2,2.258,91.172,11,2.489,91.132,3,4.675,91.201,4,3.715,91.264
5,4.587,91.139,13,2.288,91.239,13,2.741,91.276,4,2.542,91.271,5,2.223,91.174
4,4.764,91.194,2,4.022,91.177,11,2.231,91.229,3,3.497,91.142,4,2.211,91.177
5,2.263,91.198,8,2.302,91.167,8,2.304,91.242,4,8.014,91.148,3,4.532,91.177
5,2.492,91.159,9,2.479,91.153,2,2.419,91.135,4,2.397,91.112,3,3.425,91.241
4,4.552,91.200,2,3.838,91.196,11,2.199,91.077,3,2.324,91.139,4,3.875,91.169
5,2.270,91.154,8,3.958,91.222,8,5.430,91.281,4,3.472,91.107,4,2.370,91.211
4,2.378,91.195,2,2.594,91.030,11,2.469,91.180,3,3.079,91.258,5,6.663,91.196
5,6.551,91.237,2,3.996,91.175,11,2.245,91.196,4,2.346,91.170,3,2.250,91.203
5,2.263,91.201,2,2.274,91.054,11,4.654,91.220,1,3.861,91.091,4,2.389,91.158
5,2.484,91.180,12,2.278,91.099,14,2.282,91.146,4,2.411,91.225,4,4.878,91.231
4,4.145,91.150,2,2.254,91.184,11,2.228,91.178,3,2.228,91.202,4,2.400,91.190
2,2.204,91.190,2,4.450,91.237,11,3.805,91.110,3,4.186,91.182,4,2.266,91.168
4,2.318,91.161,2,2.253,91.111,11,2.254,91.120,3,2.635,91.058,4,4.929,91.096
2,3.843,91.169,2,2.270,91.188,11,4.755,91.201,3,2.307,91.206,5,3.057,91.117
2,2.360,91.105,2,4.861,91.136,11,4.436,91.190,3,2.567,91.208,5,4.410,91.172
4,2.425,91.145,9,2.272,91.158,3,2.350,91.214,4,2.201,91.159,3,4.650,91.232
4,5.211,91.172,2,3.755,91.188,11,3.782,91.225,3,3.461,91.281,4,4.057,91.133
4,2.378,91.214,13,4.253,91.198,5,3.812,91.216,1,2.388,91.170,4,2.233,91.243
2,2.457,91.078,2,3.985,91.240,11,4.068,91.086,3,4.900,91.192,4,3.983,91.195
4,2.405,91.138,13,2.417,91.236,12,2.513,91.141,3,2.250,91.173,4,2.268,91.227
4,3.964,91.237,2,4.144,91.157,11,2.349,91.137,3,2.251,91.236,5,2.207,91.166
2,2.344,91.149,9,2.256,91.174,2,2.516,91.188,2,4.556,91.144,3,4.225,91.153
5,3.628,91.228,8,3.835,91.106,9,2.566,91.157,4,2.337,91.182,3,2.414,91.240
4,4.524,91.079,2,3.835,91.124,11,4.072,91.278,4,2.246,91.162,4,2.264,91.100
4,2.425,91.101,2,4.036,91.137,11,3.558,91.152,3,4.018,91.162,4,2.396,91.197
2,2.255,91.077,2,2.777,91.168,11,3.915,91.154,3,3.292,91.164,4,3.393,91.108
4,3.880,91.182,10,4.157,91.067,1,2.237,91.051,3,4.367,91.180,4,2.939,91.173
4,2.806,91.103,2,3.066,91.188,11,4.107,91.217,3,4.144,91.249,4,2.477,91.084
4,2.242,91.124,8,2.829,91.257,9,2.471,91.260,3,2.502,91.218,4,4.796,91.226
5,4.688,91.170,8,2.299,91.177,8,3.067,91.140,1,3.602,91.233,4,4.172,91.152
4,3.635,91.229,2,3.846,91.124,11,5.479,91.195,3,4.093,91.132,5,3.391,91.235
4,2.505,91.194,2,2.376,91.307,11,2.581,91.185,3,2.633,91.137,4,4.942,91.181
5,3.680,91.258,7,3.970,91.201,9,2.339,91.167,4,2.348,91.153,4,2.689,91.134
2,2.447,91.093,8,4.760,91.200,8,4.011,91.222,3,2.209,91.217,4,2.352,91.252
4,2.626,91.271,14,2.348,91.219,10,2.331,91.164,3,2.265,91.217,4,4.472,91.179
4,3.786,91.159,2,2.268,91.154,11,2.237,91.208,3,3.943,91.181,4,2.251,91.174
5,2.297,91.179,0,4.528,91.113,0,5.769,91.256,4,3.585,91.182,3,2.670,91.179
5,2.819,91.229,8,2.165,91.052,8,2.303,91.108,4,3.464,91.149,4,3.804,91.187
4,2.335,91.079,10,2.554,91.168,1,2.314,91.173,3,2.390,91.193,3,3.898,91.184
5,2.346,91.110,8,4.672,91.060,8,4.242,91.280,4,4.054,91.134,4,2.848,91.164
4,2.210,91.219,2,3.885,91.257,11,3.675,91.232,3,7.091,91.225,4,4.409,91.175
5,2.265,91.206,8,2.240,91.194,9,6.750,91.169,4,3.028,91.262,4,2.312,91.168
2,4.685,91.129,2,3.962,91.177,11,2.508,91.185,3,2.432,91.132,4,2.305,91.116
4,2.568,91.305,14,2.327,91.261,10,2.352,91.109,3,4.777,91.242,4,3.722,91.217
4,2.321,91.276,2,2.422,91.145,11,2.301,91.140,3,2.405,91.092,5,3.921,91.266
2,4.771,91.183,2,5.395,91.114,11,4.107,91.106,3,4.256,91.140,4,2.309,91.182
5,3.835,91.278,2,3.990,91.238,11,4.907,91.308,4,5.300,91.160,2,3.263,91.251
4,3.625,91.212,12,3.801,91.191,17,2.628,91.202,3,3.081,91.186,4,2.628,91.174
5,3.620,91.182,9,5.452,91.230,2,2.231,91.193,4,2.311,91.196,4,2.265,91.223
5,2.289,91.257,2,2.222,91.171,11,4.768,91.154,4,4.262,91.122,3,2.478,91.167
4,2.242,91.176,2,2.303,91.043,11,3.135,91.199,3,3.959,91.162,4,5.315,91.124
4,2.213,91.146,8,2.248,91.086,9,3.886,91.246,3,2.379,91.227,4,2.241,91.207
5,2.236,91.120,8,4.125,91.105,9,4.786,91.223,1,4.389,91.211,4,2.420,91.126
2,4.463,91.191,2,2.285,91.190,11,2.342,91.238,3,5.701,91.182,4,6.693,91.203
4,2.455,91.227,2,2.349,91.250,11,2.701,91.067,3,2.361,91.209,4,2.320,91.136
5,2.551,91.150,8,4.787,91.177,8,5.648,91.152,4,2.649,91.163,4,2.317,91.142
2,2.537,91.197,8,2.410,91.113,8,2.319,91.242,2,2.166,91.187,4,4.193,91.096
2,5.628,91.215,9,2.298,91.104,2,2.274,91.131,2,2.847,91.216,3,2.612,91.044
2,2.279,91.232,2,5.399,91.195,11,4.624,91.109,3,6.921,91.140,4,5.959,91.223
5,2.531,91.237,2,2.505,91.155,11,2.362,91.206,4,4.535,91.162,2,6.083,91.175
2,2.298,91.139,12,2.247,91.172,14,2.413,91.192,3,2.606,91.126,4,2.230,91.237
5,2.257,91.067,2,4.241,91.115,11,4.293,91.202,4,3.287,91.127,3,2.331,91.185
5,2.260,91.219,9,2.260,91.256,2,2.386,91.272,4,4.839,91.180,4,2.919,91.255
5,2.384,91.144,11,2.216,91.190,15,2.205,91.091,4,2.890,91.146,3,2.449,91.126
5,4.763,91.094,8,4.242,91.155,8,2.408,91.186,4,4.006,91.182,3,3.844,91.239
2,2.298,91.236,2,2.320,91.074,11,2.267,91.278,3,4.829,91.087,4,4.105,91.136
2,2.431,91.211,2,2.395,91.280,11,2.376,91.193,3,2.269,91.200,3,6.636,91.111
4,6.582,91.168,11,8.875,91.151,15,2.365,91.214,3,2.336,91.164,4,3.747,91.131
4,2.389,91.067,9,2.253,91.193,2,4.810,91.178,4,3.953,91.282,3,2.964,91.238
4,2.234,91.184,2,2.237,91.179,11,2.266,91.238,3,2.779,91.182,5,4.407,91.196
2,3.517,91.165,2,4.074,91.148,11,3.857,91.231,3,2.336,91.243,4,2.250,91.145
4,2.272,91.205,13,2.418,91.089,12,4.718,91.193,3,4.042,91.181,4,2.503,91.188
2,3.974,91.164,2,2.476,91.051,11,3.574,91.148,3,2.235,91.199,4,4.766,91.189
4,4.110,91.141,2,2.292,91.139,11,2.212,91.230,3,2.201,91.225,5,2.171,91.200
5,3.965,91.229,10,4.752,91.110,1,4.564,91.224,1,3.107,91.223,4,2.302,91.166
5,2.364,91.187,2,4.065,91.226,11,4.045,91.312,4,4.069,91.185,2,5.449,91.067
5,3.750,91.100,8,2.626,91.228,8,2.215,91.214,4,2.387,91.240,4,3.749,91.115
2,2.777,91.220,8,3.603,91.133,8,3.581,91.153,2,2.372,91.086,5,2.269,91.133
5,2.484,91.134,9,2.303,91.188,4,2.236,91.160,4,5.089,91.138,4,4.535,91.169
4,2.276,91.211,13,2.359,91.179,5,2.230,91.171,3,2.264,91.213,5,2.317,91.139
5,2.488,91.094,13,3.777,91.156,5,3.903,91.180,4,3.751,91.156,4,2.438,91.011
4,4.447,91.149,14,2.524,91.102,10,2.228,91.210,3,4.358,91.079,4,3.971,91.198
4,2.277,91.232,2,2.297,91.209,11,2.405,91.264,3,2.289,91.093,4,2.295,91.128
5,3.805,91.242,8,4.440,91.288,8,2.795,91.177,4,2.840,91.235,3,2.302,91.211
2,2.226,91.207,9,2.303,91.146,2,2.408,91.198,2,3.637,91.134,4,4.100,91.252
5,2.402,91.177,8,2.243,91.149,8,2.245,91.208,4,2.630,91.216,3,2.322,91.172
2,4.704,91.199,11,4.577,91.163,15,2.241,91.231,3,2.217,91.126,4,2.294,91.252
4,2.353,91.146,0,2.329,91.234,0,5.055,91.183,1,3.897,91.123,4,2.316,91.167
2,2.536,91.124,9,2.265,91.149,2,2.440,91.186,3,2.524,91.206,4,2.537,91.150
5,5.190,91.216,2,4.109,91.126,11,2.309,91.253,4,2.285,91.222,3,2.383,91.135
2,2.396,91.230,2,2.294,91.266,11,4.632,91.166,3,3.858,91.165,5,2.317,91.228
4,4.504,91.144,9,2.773,91.234,16,2.203,91.128,4,2.198,91.183,2,4.244,91.221
2,5.292,91.200,2,2.348,91.248,11,2.224,91.238,3,2.299,91.159,5,3.930,91.198
4,2.519,91.105,2,3.079,91.172,11,5.036,91.224,3,3.743,91.275,4,2.168,91.171
5,2.306,91.117,10,2.321,91.146,1,2.263,91.264,1,3.547,91.170,4,6.042,91.145
4,5.038,91.164,2,4.496,91.145,11,4.058,91.183,3,2.924,91.113,5,2.367,91.212
5,2.331,91.257,8,3.649,91.210,8,3.719,91.143,4,4.385,91.176,4,3.780,91.116
4,2.313,91.181,8,2.504,91.218,8,2.286,91.241,3,2.330,91.205,4,5.483,91.220
2,4.174,91.222,2,2.411,91.218,11,2.251,91.055,3,2.302,91.221,4,3.906,91.147
4,2.275,91.215,2,4.435,91.137,11,3.840,91.147,3,2.909,91.164,5,2.686,91.229
5,3.974,91.232,8,3.883,91.155,8,3.941,91.158,4,5.449,91.146,4,3.907,91.190
2,2.291,91.133,2,2.246,91.237,11,2.271,91.226,3,3.995,91.243,5,2.247,91.142
2,2.399,91.138,2,5.003,91.075,11,3.118,91.222,3,2.527,91.208,4,2.240,91.183
4,2.247,91.194,2,2.264,91.063,11,2.294,91.207,3,4.066,91.136,4,3.733,91.055
5,2.608,91.257,2,3.901,91.132,11,2.320,91.229,4,2.482,91.232,4,2.352,91.146
5,5.605,91.170,8,3.837,91.153,8,2.425,91.174,4,2.325,91.197,4,2.268,91.171
5,2.286,91.274,8,2.339,91.080,8,2.445,91.229,4,4.395,91.188,4,3.791,91.208
2,2.227,91.188,8,3.782,91.133,8,2.187,91.161,3,2.299,91.250,2,2.370,91.104
2,4.842,91.188,2,4.059,91.238,11,3.323,91.193,3,2.238,91.091,4,3.877,91.148
5,4.046,91.086,12,3.759,91.250,14,4.563,91.166,4,4.972,91.181,3,2.344,91.183
5,2.313,91.156,9,2.324,91.143,3,7.952,91.176,4,6.211,91.139,5,2.474,91.210
5,4.913,91.089,12,4.048,91.186,14,2.554,91.227,4,3.465,91.163,5,2.322,91.240
4,3.965,91.188,2,3.614,91.157,11,4.886,91.192,3,4.311,91.240,4,2.314,91.211
5,3.890,91.220,8,4.048,91.164,8,3.892,91.189,4,3.886,91.283,3,4.867,91.168
5,4.192,91.160,10,2.409,91.274,1,2.803,91.221,4,2.365,91.181,3,2.285,91.164
4,2.285,91.203,2,2.290,91.223,11,4.592,91.221,1,4.880,91.212,2,2.361,91.256
5,2.343,91.188,10,3.736,91.155,1,2.312,91.085,4,3.884,91.200,5,5.442,91.186
2,4.209,91.224,9,2.385,91.202,2,2.542,91.125,3,2.437,91.294,1,2.551,91.158
4,2.735,91.238,9,3.967,91.317,2,4.657,91.237,4,2.383,91.220,5,3.743,91.204
5,4.139,91.131,8,2.252,91.169,8,2.267,91.198,4,2.295,91.104,3,4.449,91.123
4,4.282,91.133,2,2.516,91.128,11,2.658,91.211,1,2.262,91.119,4,2.502,91.127
5,2.275,91.150,8,3.929,91.240,8,3.689,91.186,4,2.306,91.094,3,2.259,91.172
2,2.359,91.224,12,3.900,91.243,17,7.334,91.245,3,5.272,91.174,4,8.023,91.096
4,3.930,91.163,2,2.349,91.220,11,2.471,91.129,4,2.262,91.196,5,2.285,91.133
5,4.629,91.236,8,3.889,91.132,8,2.268,91.090,4,2.210,91.222,4,2.387,91.178
4,2.326,91.202,13,2.338,91.160,12,2.770,91.151,3,4.883,91.148,4,4.262,91.223
5,2.397,91.139,0,2.534,91.120,0,2.628,91.212,4,2.397,91.113,3,2.289,91.242
5,4.389,91.094,2,3.825,91.208,11,2.179,91.166,4,2.263,91.126,4,8.161,91.143
2,2.441,91.138,8,2.941,91.060,8,4.194,91.227,3,4.605,91.155,4,2.321,91.073
4,2.224,91.173,9,2.310,91.156,16,2.282,91.101,4,2.345,91.212,4,2.451,91.226
2,3.448,91.188,8,2.488,91.160,8,2.260,91.219,3,2.366,91.167,5,2.249,91.074
2,2.373,91.238,12,3.952,91.166,14,4.731,91.084,3,3.989,91.133,4,2.503,91.150
5,2.252,91.163,9,2.200,91.144,16,2.460,91.275,4,2.443,91.211,5,4.607,91.113
2,4.325,91.184,2,2.385,91.139,11,2.290,91.234,3,2.191,91.187,4,2.254,91.232
4,2.285,91.176,0,2.276,91.187,0,3.903,91.130,3,3.516,91.223,4,2.754,91.228
4,2.438,91.170,8,2.387,91.176,8,3.504,91.155,4,2.280,91.076,2,4.604,91.286
5,4.488,91.111,8,2.940,91.181,8,2.737,91.190,4,2.338,91.266,4,2.834,91.138
5,2.364,91.279,8,4.829,91.146,8,3.825,91.195,4,2.363,91.222,5,2.240,91.189
2,2.250,91.172,2,2.435,91.174,11,2.377,91.224,3,2.341,91.184,3,4.807,91.163
4,4.141,91.226,2,2.280,91.201,11,2.404,91.173,4,2.470,91.121,3,2.196,91.206
4,2.305,91.124,2,4.608,91.207,11,3.618,91.140,3,2.731,91.260,5,2.426,91.227
5,2.872,91.217,8,2.343,91.133,8,3.596,91.156,4,3.437,91.188,4,4.076,91.200
4,2.228,91.240,2,2.206,91.137,11,2.302,91.196,3,2.256,91.132,4,2.249,91.215
2,2.432,91.322,9,4.676,91.229,2,3.485,91.166,3,2.479,91.136,2,2.245,91.238
4,2.252,91.247,12,2.381,91.170,14,2.352,91.199,3,4.781,91.232,4,2.490,91.197
5,2.270,91.204,8,4.017,91.198,8,3.345,91.136,4,2.505,91.187,4,2.396,91.136
2,4.575,91.164,2,3.854,91.137,11,2.585,91.199,3,4.034,91.306,4,3.765,91.197
5,3.967,91.119,12,3.191,91.163,14,4.017,91.205,4,4.923,91.108,4,5.835,91.291
2,2.271,91.160,2,2.310,91.162,11,2.291,91.206,3,2.189,91.275,5,2.267,91.136
2,5.153,91.232,0,4.059,91.162,0,3.078,91.227,3,2.345,91.172,4,2.429,91.202
4,3.970,91.045,13,4.057,91.146,5,5.065,91.233,4,4.351,91.114,4,2.274,91.136
5,3.135,91.185,8,2.336,91.150,8,2.783,91.175,4,2.775,91.132,3,2.277,91.223
2,5.095,91.171,10,3.779,91.118,1,2.353,91.182,3,2.913,91.155,3,2.271,91.194
4,2.487,91.304,9,2.316,91.208,3,4.331,91.163,4,4.530,91.149,4,2.292,91.055
5,4.124,91.275,2,3.940,91.150,11,2.272,91.180,4,2.231,91.227,5,4.682,91.032
4,3.625,91.235,13,2.253,91.229,12,2.383,91.150,3,2.388,91.228,3,2.259,91.145
3,2.227,91.201,9,2.344,91.217,2,4.445,91.243,4,4.038,91.197,4,2.735,91.179
4,2.260,91.208,14,2.286,91.124,10,2.231,91.188,3,2.252,91.144,4,3.885,91.076
5,3.659,91.233,13,3.051,91.235,13,2.767,91.218,4,2.384,91.134,5,2.265,91.116
4,2.300,91.211,2,4.862,91.244,11,4.683,91.207,4,2.557,91.155,4,2.401,91.193
4,2.379,91.187,0,3.168,91.128,0,2.607,91.137,2,2.728,91.180,4,3.862,91.163
2,4.114,91.226,2,2.467,91.103,11,2.174,91.133,3,2.214,91.188,3,2.291,91.133
4,2.345,91.171,2,4.164,91.138,11,8.428,91.142,3,5.717,91.174,5,2.478,91.243
2,2.465,91.149,2,2.655,91.078,11,4.258,91.234,3,4.562,91.191,4,5.418,91.178
4,3.482,91.108,14,2.421,91.095,10,2.552,91.143,3,2.209,91.197,4,2.242,91.138
5,2.412,91.189,11,4.680,91.237,15,4.544,91.061,4,2.436,91.110,4,2.420,91.190
4,3.996,91.136,2,3.260,91.203,11,2.324,91.144,3,4.233,91.180,5,5.804,91.192
4,3.889,91.223,9,2.254,91.188,2,2.218,91.079,4,2.350,91.143,3,2.508,91.289
4,4.761,91.125,9,5.277,91.124,2,3.548,91.205,3,2.576,91.141,3,3.912,91.253
5,2.287,91.283,10,2.818,91.198,1,4.504,91.161,4,3.807,91.122,5,2.352,91.199
4,2.508,91.214,2,3.912,91.220,11,2.409,91.255,3,2.730,91.146,3,2.511,91.184
4,3.357,91.146,2,4.020,91.137,11,3.888,91.246,3,2.243,91.234,4,2.246,91.176
4,2.244,91.121,2,2.273,91.040,11,4.719,91.296,3,4.116,91.234,3,2.465,91.200
2,2.249,91.154,2,2.220,91.265,11,2.304,91.161,3,2.406,91.179,4,4.029,91.215
4,5.763,91.139,8,4.733,91.226,8,2.312,91.234,3,2.430,91.255,3,2.631,91.092
4,2.229,91.155,12,2.437,91.235,14,5.175,91.118,3,4.387,91.214,4,2.284,91.114
4,4.142,91.153,13,2.477,91.239,12,2.735,91.094,3,2.337,91.170,4,4.463,91.225
2,6.425,91.218,10,4.076,91.165,1,4.329,91.146,1,3.907,91.228,4,2.818,91.201
4,2.192,91.108,14,4.398,91.256,10,4.491,91.177,3,2.822,91.206,4,3.863,91.225
5,2.239,91.217,9,3.767,91.139,16,3.891,91.228,4,3.877,91.168,5,4.702,91.267
4,7.848,91.241,0,2.276,91.161,0,2.580,91.231,4,2.497,91.313,2,2.318,91.206
5,2.273,91.183,9,5.294,91.212,16,4.488,91.106,4,2.449,91.156,4,2.402,91.159
5,2.296,91.225,9,2.365,91.150,16,3.838,91.132,4,5.309,91.125,4,4.027,91.116
