QoS_type,QoS_type_EncryptionTime(ms),QoS_type_EncryptedSize(KB),QoD_model,QoD_model_EncryptionTime(ms),QoD_model_EncryptedSize(KB),QoD_os-version,QoD_os-version_EncryptionTime(ms),QoD_os-version_EncryptedSize(KB),QoS_operator,QoS_operator_EncryptionTime(ms),QoS_operator_EncryptedSize(KB),MOS,MOS_EncryptionTime(ms),MOS_EncryptedSize(KB)
4,2.432,91.184,13,2.788,91.209,5,2.490,91.153,4,3.935,91.160,4,2.347,91.236
4,2.651,91.099,8,2.248,91.094,8,2.482,91.199,1,3.337,91.193,4,2.262,91.225
4,2.191,91.108,2,2.528,91.144,11,2.636,91.120,3,2.325,91.149,5,2.282,91.259
4,2.267,91.080,14,2.304,91.193,10,2.405,91.170,3,3.065,91.241,4,2.281,91.294
4,2.298,91.222,2,2.500,91.136,11,3.424,91.197,3,2.678,91.205,4,2.495,91.193
5,2.397,91.036,8,2.398,91.287,8,4.271,91.235,4,2.346,91.187,4,2.537,91.137
5,2.307,91.330,9,2.406,91.194,2,2.889,91.338,4,2.719,91.123,4,5.195,91.261
5,4.047,91.206,13,3.745,91.173,13,2.256,91.093,4,2.487,91.287,5,2.481,91.135
4,2.424,91.077,13,8.357,91.097,5,2.334,91.168,4,3.938,91.197,4,2.294,91.243
4,2.390,91.100,2,2.476,91.187,11,2.380,91.221,1,2.512,91.151,2,2.749,91.179
5,3.892,91.159,8,3.521,91.245,8,4.585,91.138,4,2.840,91.177,4,4.036,91.257
5,3.968,91.189,10,3.605,91.189,1,3.132,91.151,1,3.799,91.187,4,2.385,91.133
4,2.584,91.212,8,2.417,91.070,8,3.989,91.101,4,2.259,91.187,5,2.303,91.229
5,2.316,91.102,8,2.524,91.218,8,2.283,91.210,4,2.383,91.126,5,2.441,91.179
5,4.099,91.159,8,2.302,91.178,8,2.235,91.219,1,4.077,91.265,5,2.428,91.091
5,4.056,91.202,10,2.623,91.235,1,2.190,91.169,4,3.965,91.122,3,2.372,91.301
5,2.550,91.159,8,2.320,91.129,8,4.006,91.158,4,3.912,91.165,5,2.394,91.285
2,2.386,91.334,8,2.275,91.166,8,2.308,91.176,1,4.059,91.269,5,2.264,91.204
2,3.414,91.143,9,3.506,91.210,2,3.419,91.147,4,2.458,91.129,3,2.373,91.281
4,2.389,91.186,2,2.590,91.146,11,2.671,91.146,3,2.307,91.026,4,2.388,91.241
4,2.396,91.172,2,4.002,91.243,11,2.486,91.206,3,3.274,91.041,3,2.587,91.227
5,3.116,91.054,11,3.549,91.128,15,2.718,91.229,4,3.826,91.200,2,2.175,91.196
3,2.420,91.133,10,2.394,91.190,1,4.109,91.170,1,2.399,91.216,4,3.496,91.131
5,2.281,91.194,13,2.289,91.179,5,2.267,91.157,4,2.245,91.201,4,2.405,91.174
5,2.322,91.194,2,2.313,91.181,11,2.271,91.155,4,2.329,91.146,3,2.543,91.207
5,2.453,91.227,8,4.167,91.209,8,4.535,91.096,1,2.657,91.270,4,3.064,91.116
5,2.229,91.186,9,2.185,91.302,2,4.033,91.193,4,2.353,91.205,5,2.440,91.247
5,2.743,91.250,12,3.671,91.127,17,2.390,91.198,4,2.349,91.161,5,2.333,91.177
4,2.317,91.193,13,4.262,91.186,5,4.264,91.133,4,3.203,91.193,4,2.260,91.158
5,3.939,91.181,2,2.234,91.223,11,2.437,91.204,4,2.429,91.227,3,2.296,91.275
2,2.307,91.185,9,2.341,91.276,2,2.263,91.141,2,2.363,91.231,4,3.944,91.271
5,2.345,91.236,8,2.515,91.181,8,2.281,91.076,4,2.211,91.161,3,4.250,91.188
5,3.552,91.241,2,2.638,91.163,11,2.855,91.183,4,3.903,91.164,4,2.255,91.226
5,2.310,91.177,8,2.306,91.266,8,2.837,91.189,1,2.420,91.202,4,2.937,91.173
5,2.487,91.150,13,2.719,91.216,5,2.596,91.192,4,2.410,91.141,3,2.333,91.143
4,2.312,91.228,13,2.305,91.185,12,2.324,91.156,3,2.305,91.221,4,3.743,91.170
5,2.251,91.230,8,2.497,91.134,8,2.549,91.199,4,2.351,91.202,4,2.284,91.057
4,3.077,91.165,10,2.308,91.242,1,2.238,91.182,3,3.946,91.119,4,3.857,91.217
3,3.787,91.149,8,3.890,91.127,8,2.221,91.211,1,2.368,91.198,5,3.984,91.252
5,2.269,91.235,8,2.384,91.159,8,2.416,91.259,4,2.964,91.166,5,2.390,91.171
2,2.350,91.208,2,2.283,91.144,11,2.260,91.148,1,2.293,91.029,1,2.279,91.143
2,4.002,91.182,9,2.298,91.096,2,3.822,91.226,2,2.277,91.227,3,2.321,91.247
5,2.279,91.241,8,2.330,91.115,8,2.417,91.156,4,2.387,91.187,4,3.892,91.149
5,2.519,91.189,8,2.297,91.235,8,2.335,91.093,1,2.367,91.196,4,2.257,91.319
5,2.297,91.159,8,2.319,91.160,8,2.413,91.213,4,2.261,91.240,4,2.431,91.139
4,3.390,91.186,2,3.471,91.146,11,3.075,91.188,4,4.341,91.208,3,4.287,91.160
2,2.660,91.093,10,2.277,91.087,1,2.356,91.181,1,2.257,91.138,5,2.362,91.204
4,2.343,91.235,8,2.237,91.170,8,3.894,91.203,2,3.387,91.208,3,2.290,91.189
2,3.246,91.121,9,2.291,91.181,2,2.321,91.159,4,2.379,91.111,5,4.043,91.234
5,2.669,91.137,9,2.362,91.219,2,2.230,91.157,4,2.284,91.201,3,2.338,91.253
2,2.462,91.129,10,2.234,91.204,1,2.232,91.195,1,2.275,91.099,5,2.263,91.217
5,2.309,91.150,8,2.382,91.182,8,2.415,91.190,4,2.768,91.185,4,2.500,91.243
5,2.298,91.125,13,2.330,91.150,13,2.300,91.112,4,2.244,91.184,2,2.451,91.050
5,3.844,91.162,2,2.270,91.149,11,2.342,91.231,4,2.435,91.239,4,2.499,91.200
5,3.928,91.218,8,3.918,91.241,8,2.287,91.293,1,2.763,91.203,4,2.319,91.184
5,2.265,91.142,8,2.321,91.120,8,2.224,91.209,4,2.256,91.197,4,2.293,91.133
5,2.478,91.215,8,2.327,91.158,8,2.252,91.170,1,2.337,91.199,5,2.294,91.069
5,4.068,91.201,9,2.296,91.096,2,2.317,91.184,4,2.287,91.214,3,2.251,91.121
4,3.947,91.150,2,2.329,91.125,11,2.297,91.031,4,2.325,91.232,2,2.421,91.104
2,2.320,91.151,10,3.778,91.192,1,2.489,91.246,2,2.228,91.223,3,4.195,91.188
5,2.342,91.241,8,8.615,91.187,9,3.860,91.204,4,3.719,91.141,1,2.434,91.107
2,2.560,91.195,9,4.186,91.179,2,3.359,91.220,2,3.319,91.210,4,2.802,91.206
5,3.639,91.158,9,3.629,91.227,16,3.043,91.198,4,3.716,91.105,4,2.366,91.252
5,2.464,91.107,8,2.271,91.145,8,3.837,91.072,4,2.223,91.193,4,4.217,91.095
5,2.363,91.198,11,2.627,91.268,15,2.633,91.242,4,2.312,91.095,5,2.258,91.213
5,3.514,91.198,8,2.215,91.176,8,2.309,91.217,4,2.329,91.196,5,2.516,91.163
5,2.300,91.223,9,3.965,91.175,16,2.420,91.173,4,3.223,91.134,5,2.284,91.099
5,2.207,91.151,8,2.249,91.021,8,2.310,91.172,4,2.219,91.191,4,2.860,91.173
4,3.932,91.154,2,2.223,91.099,11,4.027,91.230,4,2.247,91.191,4,2.318,91.257
5,2.641,91.231,2,2.236,91.165,11,3.864,91.166,4,2.402,91.152,2,3.981,91.183
2,2.453,91.190,8,2.290,91.182,8,2.415,91.145,2,2.267,91.109,4,2.277,91.163
5,2.579,91.099,9,2.301,91.272,2,2.287,91.219,4,2.310,91.144,4,2.231,91.229
2,2.642,91.235,2,2.216,91.203,11,2.296,91.175,3,2.283,91.082,4,2.281,91.197
5,2.400,91.165,11,3.817,91.259,15,3.643,91.317,4,2.943,91.157,4,2.758,91.065
4,2.766,91.129,2,2.268,91.153,11,2.375,91.216,4,3.889,91.163,3,2.382,91.114
5,2.694,91.120,8,2.277,91.188,8,2.495,91.222,4,2.972,91.254,4,2.908,91.062
5,2.202,91.105,8,2.232,91.072,8,3.492,91.187,1,3.900,91.187,4,4.127,91.267
2,3.870,91.215,2,2.236,91.247,11,2.200,91.258,1,3.499,91.086,2,4.170,91.178
5,2.337,91.177,13,2.221,91.124,5,2.355,91.121,4,2.342,91.137,3,3.938,91.146
4,3.844,91.138,8,2.277,91.185,8,2.479,91.143,4,2.255,91.217,4,2.300,91.233
5,2.259,91.196,2,2.305,91.210,11,2.252,91.140,1,2.341,91.159,4,2.324,91.179
5,2.524,91.116,2,2.366,91.091,11,2.277,91.189,4,2.537,91.112,4,2.356,91.196
5,2.594,91.170,9,2.406,91.218,3,2.251,91.130,4,2.301,91.091,4,2.408,91.306
4,2.611,91.227,9,3.807,91.141,2,3.056,91.241,3,2.270,91.188,3,2.300,91.199
4,2.301,91.063,2,2.410,91.128,11,2.290,91.163,1,2.289,91.271,2,3.794,91.051
2,2.277,91.131,2,2.292,91.131,11,2.266,91.227,3,2.751,91.178,5,2.270,91.114
2,2.288,91.093,9,2.301,91.183,2,2.318,91.230,2,2.357,91.094,3,2.338,91.125
5,2.610,91.200,2,3.983,91.265,11,4.282,91.153,1,5.143,91.218,4,2.718,91.178
5,2.798,91.174,8,2.187,91.161,8,2.179,91.214,4,2.386,91.188,2,4.004,91.129
5,2.326,91.237,2,2.291,91.035,11,3.841,91.267,4,3.891,91.125,5,2.255,91.149
4,2.288,91.215,9,2.426,91.191,4,2.282,91.073,4,2.333,91.286,4,2.294,91.129
4,2.350,91.176,2,2.407,91.176,11,2.410,91.166,3,2.616,91.157,3,2.262,91.184
2,3.171,91.106,9,3.794,91.172,2,2.276,91.229,3,2.978,91.198,3,2.839,91.200
2,2.246,91.140,9,2.356,91.136,2,2.372,91.167,3,4.125,91.210,3,2.244,91.211
4,2.905,91.118,2,3.594,91.144,11,2.287,91.281,3,2.858,91.211,4,5.495,91.158
3,2.566,91.073,13,2.252,91.188,7,3.891,91.080,4,3.866,91.203,5,3.012,91.266
5,2.357,91.195,2,2.678,91.240,11,2.367,91.247,4,2.246,91.098,4,2.288,91.238
5,2.376,91.187,8,2.483,91.083,8,2.247,91.195,1,2.265,91.131,5,2.218,91.179
2,2.221,91.207,9,2.458,91.219,2,2.425,91.146,4,3.706,91.182,4,2.288,91.195
2,2.234,91.146,10,2.289,91.151,1,3.135,91.158,3,2.284,91.120,3,2.249,91.219
5,2.587,91.170,8,2.332,91.190,8,2.422,91.168,4,2.383,91.080,5,2.333,91.140
2,2.632,91.138,9,2.281,91.202,2,2.727,91.166,2,4.014,91.173,2,3.532,91.107
3,2.316,91.246,10,2.293,91.066,1,2.297,91.153,4,2.314,91.231,5,2.316,91.290
5,2.525,91.154,8,2.727,91.190,8,2.466,91.110,1,3.080,91.250,4,2.239,91.163
4,2.306,91.188,2,2.329,91.216,11,2.636,91.227,3,2.382,91.174,3,2.343,91.165
5,2.762,91.223,8,2.328,91.287,8,2.212,91.172,1,2.252,91.158,4,2.808,91.196
4,2.202,91.173,9,2.186,91.144,16,2.344,91.165,4,2.271,91.178,4,2.182,91.164
5,2.351,91.155,8,2.372,91.235,8,2.290,91.220,1,2.214,91.287,4,2.226,91.099
5,2.259,91.169,11,2.289,91.235,15,2.334,91.233,4,2.331,91.198,5,2.467,91.194
2,2.298,91.161,10,2.487,91.269,1,2.264,91.207,1,2.439,91.090,4,2.376,91.110
5,2.454,91.292,2,2.291,91.129,11,2.330,91.177,1,2.352,91.104,4,2.309,91.205
4,2.657,91.199,12,2.409,91.198,14,2.289,91.193,4,2.216,91.186,4,2.263,91.138
2,4.080,91.184,10,2.765,91.168,1,2.470,91.148,1,2.398,91.176,3,2.218,91.206
5,2.326,91.114,13,2.250,91.202,5,2.234,91.190,1,2.269,91.171,5,2.410,91.153
4,2.226,91.228,10,2.286,91.176,1,2.267,91.190,3,2.339,91.229,4,2.366,91.231
5,4.010,91.212,8,2.658,91.177,8,3.490,91.148,4,2.247,91.134,3,2.380,91.173
5,2.369,91.198,8,2.254,91.154,8,2.378,91.226,4,3.840,91.244,4,2.399,91.104
4,2.259,91.336,2,4.315,91.235,11,2.362,91.136,3,2.464,91.113,4,2.183,91.202
2,2.320,91.237,10,2.597,91.219,1,2.245,91.214,1,2.260,91.160,4,2.283,91.256
4,2.252,91.234,2,2.506,91.164,11,2.276,91.248,3,2.429,91.172,5,2.253,91.121
5,2.304,91.134,9,2.335,91.253,4,2.196,91.194,4,2.212,91.202,3,2.237,91.163
5,2.470,91.211,8,2.340,91.189,8,2.298,91.186,4,2.230,91.135,4,2.227,91.176
5,2.265,91.104,8,2.276,91.118,8,2.412,91.207,1,2.390,91.116,4,2.207,91.125
5,2.279,91.189,0,2.494,91.181,0,2.348,91.166,1,2.182,91.090,4,2.510,91.259
2,2.304,91.062,10,2.291,91.137,1,2.273,91.142,1,2.395,91.146,5,2.354,91.196
5,2.619,91.231,9,2.278,91.148,3,2.368,91.188,4,2.179,91.161,5,3.884,91.184
2,2.261,91.188,2,2.285,91.250,11,2.365,91.058,3,2.305,91.280,4,2.340,91.199
2,2.181,91.140,8,2.299,91.181,8,2.332,91.065,2,2.396,91.183,4,2.318,91.104
5,2.387,91.128,2,2.332,91.188,11,2.833,91.177,4,2.210,91.228,4,2.474,91.226
5,2.266,91.212,8,4.706,91.070,8,3.337,91.226,1,3.116,91.207,5,4.068,91.172
4,2.346,91.209,13,2.503,91.133,5,2.364,91.204,4,2.269,91.146,5,2.342,91.133
5,3.829,91.111,8,2.317,91.141,8,3.269,91.215,4,2.294,91.224,3,2.338,91.179
5,2.254,91.168,2,2.690,91.178,11,2.359,91.249,1,2.179,91.158,4,2.280,91.169
5,3.903,91.252,8,2.322,91.144,9,4.469,91.161,4,2.221,91.154,4,2.305,91.156
4,2.257,91.142,2,2.215,91.145,11,2.328,91.134,3,2.318,91.074,4,2.320,91.135
5,2.277,91.163,8,2.452,91.193,8,2.415,91.168,4,3.277,91.208,4,2.659,91.178
4,2.320,91.254,2,2.270,91.134,11,2.365,91.160,1,2.264,91.195,4,2.345,91.152
4,2.736,91.255,9,2.228,91.152,2,2.892,91.212,4,2.359,91.183,4,2.277,91.158
2,2.366,91.130,0,2.369,91.166,0,2.279,91.197,2,2.430,91.244,4,2.278,91.220
5,2.204,91.135,9,2.288,91.210,16,3.878,91.190,4,2.226,91.161,2,3.406,91.204
5,3.957,91.063,4,2.349,91.129,16,2.661,91.191,4,2.549,91.208,4,2.895,91.134
5,2.475,91.122,8,2.326,91.195,8,2.191,91.244,1,2.849,91.169,4,2.625,91.175
5,2.239,91.133,8,2.295,91.120,8,2.408,91.188,4,2.219,91.197,4,2.215,91.313
2,2.217,91.154,10,2.381,91.146,1,2.259,91.210,3,2.355,91.138,3,2.280,91.271
5,2.735,91.136,8,4.762,91.219,8,3.520,91.110,4,3.830,91.148,5,4.112,91.281
5,2.303,91.212,8,2.255,91.217,8,2.340,91.160,4,3.653,91.203,2,4.349,91.102
4,2.439,91.139,2,2.385,91.248,11,2.787,91.196,3,6.478,91.145,5,2.217,91.120
4,2.392,91.236,2,3.401,91.168,11,2.334,91.187,3,2.397,91.202,5,2.243,91.109
2,2.265,91.122,13,2.258,91.229,5,2.326,91.214,3,2.209,91.178,4,2.384,91.063
2,2.258,91.222,10,2.220,91.198,1,2.330,91.075,1,2.282,91.246,5,2.218,91.119
2,4.501,91.197,10,2.202,91.158,1,2.240,91.222,1,2.365,91.179,4,2.781,91.072
5,2.302,91.207,8,2.267,91.117,8,2.210,91.119,1,2.232,91.160,5,3.938,91.252
5,3.956,91.138,12,3.857,91.292,14,2.759,91.163,4,2.336,91.227,2,2.215,91.167
5,2.527,91.194,9,2.377,91.234,2,2.286,91.126,1,2.366,91.142,2,2.307,91.217
4,2.204,91.216,13,2.474,91.237,5,2.390,91.130,4,2.339,91.312,4,2.276,91.146
4,2.305,91.129,13,2.203,91.135,5,2.246,91.258,4,2.298,91.224,4,2.660,91.166
5,2.299,91.243,9,2.254,91.198,4,2.256,91.184,4,2.307,91.144,4,2.331,91.264
5,4.119,91.065,12,2.221,91.204,14,3.887,91.238,4,2.255,91.180,4,3.950,91.182
2,3.259,91.173,2,2.260,91.186,11,2.287,91.137,3,2.282,91.148,4,2.207,91.228
5,2.265,91.061,8,2.431,91.186,9,2.272,91.149,4,2.298,91.203,4,2.238,91.194
3,2.425,91.183,10,2.252,91.227,1,2.456,91.146,1,2.289,91.209,4,2.287,91.094
4,2.814,91.229,10,2.496,91.208,1,2.621,91.072,3,2.367,91.170,4,2.242,91.129
4,2.174,91.149,13,2.315,91.293,5,2.328,91.256,1,2.240,91.181,3,2.439,91.173
4,2.353,91.170,13,2.320,91.126,5,2.225,91.124,4,2.267,91.223,5,2.233,91.261
5,2.409,91.238,8,2.385,91.212,9,2.664,91.141,1,2.433,91.219,4,3.855,91.202
4,4.022,91.180,2,2.527,91.117,11,2.468,91.126,3,4.039,91.154,4,4.323,91.210
5,4.095,91.171,8,2.245,91.220,8,2.332,91.240,1,4.053,91.131,5,3.314,91.214
5,2.882,91.205,9,2.631,91.266,3,2.268,91.194,4,2.776,91.069,5,2.203,91.210
5,2.270,91.122,8,2.442,91.176,9,2.212,91.180,4,2.376,91.141,5,4.001,91.230
5,2.238,91.137,9,2.248,91.217,16,2.336,91.242,4,2.549,91.268,1,2.469,91.132
5,2.346,91.163,9,2.307,91.205,16,2.289,91.212,4,2.338,91.085,4,2.377,91.217
4,3.921,91.233,2,3.842,91.270,11,4.023,91.138,3,2.322,91.179,5,2.411,91.108
2,2.344,91.238,2,4.348,91.137,11,4.377,91.312,3,2.717,91.190,4,2.573,91.149
4,2.559,91.112,2,4.620,91.256,11,2.645,91.118,3,3.924,91.134,5,2.285,91.135
5,2.221,91.117,9,2.355,91.103,2,3.877,91.140,1,2.601,91.187,5,2.432,91.209
4,2.468,91.091,2,3.320,91.239,11,2.403,91.224,3,2.860,91.267,4,2.429,91.111
2,2.369,91.138,2,2.235,91.142,11,3.255,91.166,3,3.542,91.215,4,3.996,91.162
4,4.480,91.192,13,3.686,91.163,5,3.693,91.209,1,2.255,91.241,4,2.508,91.232
5,2.399,91.171,2,2.370,91.255,11,2.370,91.209,4,3.074,91.172,4,2.318,91.241
2,2.241,91.174,2,2.255,91.210,11,2.216,91.166,3,2.187,91.185,5,2.329,91.140
5,2.709,91.254,8,4.788,91.142,8,3.270,91.265,4,3.622,91.112,4,2.502,91.180
4,2.354,91.157,2,5.695,91.227,11,2.303,91.257,3,2.378,91.164,4,3.333,91.199
2,2.251,91.147,2,4.110,91.205,11,2.251,91.244,3,3.917,91.245,4,2.291,91.161
2,2.814,91.228,2,2.330,91.186,11,2.351,91.069,3,2.190,91.204,4,2.229,91.232
4,2.506,91.182,8,2.294,91.187,8,2.282,91.197,3,2.478,91.226,5,2.442,91.257
2,2.293,91.112,10,3.888,91.198,1,2.327,91.113,1,2.678,91.136,4,2.210,91.103
5,2.329,91.268,0,2.423,91.238,0,2.670,91.199,4,2.283,91.163,3,5.086,91.188
5,4.131,91.147,8,2.280,91.230,8,4.362,91.169,1,4.203,91.157,4,3.726,91.195
4,2.661,91.141,2,4.028,91.208,11,3.952,91.243,3,2.362,91.226,4,3.311,91.218
4,2.287,91.158,2,2.505,91.174,11,2.352,91.197,1,2.279,91.166,5,2.365,91.103
5,3.282,91.260,8,3.245,91.143,8,2.339,91.218,4,2.370,91.106,2,2.279,91.217
5,2.286,91.130,8,3.956,91.218,8,2.334,91.082,4,2.264,91.191,5,2.433,91.113
5,4.148,91.201,13,2.732,91.277,13,3.899,91.188,4,3.889,91.151,2,2.369,91.128
5,2.725,91.212,2,4.063,91.175,11,2.263,91.217,4,2.275,91.165,4,2.368,91.218
3,2.345,91.139,10,4.021,91.170,1,2.625,91.156,1,2.938,91.139,4,3.088,91.164
4,2.291,91.143,2,2.422,91.105,11,2.360,91.190,3,2.486,91.123,5,2.336,91.132
4,2.353,91.155,8,2.378,91.156,8,2.291,91.152,1,2.309,91.160,4,4.009,91.141
2,2.290,91.181,2,3.098,91.186,11,2.213,91.195,3,2.270,91.078,4,2.415,91.214
4,2.591,91.152,8,2.527,91.126,8,2.274,91.253,3,2.292,91.266,4,2.474,91.201
5,2.450,91.135,14,2.284,91.162,10,2.616,91.227,4,3.078,91.178,4,2.741,91.194
4,3.905,91.081,2,2.371,91.242,11,2.283,91.301,3,2.283,91.146,4,2.294,91.229
5,3.951,91.190,8,4.000,91.157,8,2.761,91.098,4,2.716,91.090,3,2.207,91.259
4,2.359,91.094,2,2.242,91.104,11,3.783,91.268,3,3.704,91.121,5,2.195,91.151
2,3.823,91.240,2,4.106,91.217,11,2.322,91.200,3,2.316,91.225,4,2.381,91.223
2,2.363,91.204,2,2.601,91.162,11,3.898,91.145,3,2.427,91.145,4,2.635,91.205
5,2.664,91.180,8,2.499,91.193,8,2.307,91.091,4,2.310,91.110,4,2.193,91.156
5,2.225,91.210,2,2.408,91.349,11,3.934,91.195,4,4.008,91.151,2,2.889,91.156
4,3.563,91.166,10,3.790,91.256,1,3.393,91.174,3,2.311,91.168,4,2.350,91.265
2,2.327,91.183,2,2.338,91.051,11,2.874,91.162,3,2.489,91.230,4,2.467,91.094
2,2.234,91.180,2,2.389,91.168,11,2.254,91.075,3,2.277,91.158,2,3.633,91.252
5,2.361,91.155,8,2.330,91.243,8,3.168,91.039,1,2.199,91.142,5,3.904,91.243
4,3.968,91.157,0,2.886,91.185,0,3.782,91.260,4,2.434,91.162,2,2.322,91.088
5,2.270,91.174,0,2.288,91.189,0,2.302,91.117,4,2.702,91.147,3,2.273,91.269
5,2.700,91.163,8,2.276,91.247,8,3.884,91.113,1,2.330,91.192,4,2.375,91.149
4,4.727,91.106,2,2.349,91.155,11,2.630,91.277,3,3.755,91.182,5,2.290,91.156
4,2.375,91.118,13,2.485,91.238,5,4.408,91.171,4,2.483,91.156,3,3.972,91.063
5,7.244,91.169,8,3.740,91.181,8,2.421,91.161,4,3.510,91.292,4,2.199,91.230
5,2.292,91.200,2,3.108,91.108,11,2.392,91.182,4,2.285,91.223,3,2.244,91.175
2,2.340,91.133,2,2.405,91.201,11,2.379,91.130,3,2.234,91.142,4,3.855,91.265
5,2.211,91.173,8,2.185,91.223,8,2.374,91.202,4,2.671,91.089,3,2.787,91.196
5,2.343,91.232,9,2.249,91.083,16,2.252,91.178,4,2.618,91.191,3,2.368,91.130
2,4.145,91.201,2,2.392,91.202,11,2.254,91.188,3,2.299,91.216,4,2.337,91.171
5,2.266,91.067,2,3.883,91.055,11,3.951,91.117,4,2.458,91.188,2,2.283,91.213
5,2.245,91.131,8,2.211,91.158,8,2.404,91.254,4,3.759,91.236,3,4.182,91.206
5,2.497,91.143,10,3.280,91.058,1,3.902,91.218,4,2.277,91.200,4,3.903,91.140
5,2.188,91.194,0,2.226,91.185,0,2.314,91.188,4,2.360,91.143,3,2.288,91.149
5,2.836,91.153,5,2.266,91.239,16,2.283,91.189,4,2.339,91.157,4,2.467,91.182
5,2.360,91.146,12,3.153,91.158,14,3.810,91.155,4,4.338,91.183,3,2.485,91.237
5,2.463,91.202,0,2.398,91.190,0,2.248,91.113,4,2.311,91.132,1,4.590,91.190
2,4.488,91.175,2,2.292,91.133,11,2.290,91.173,3,3.990,91.197,4,4.256,91.173
5,2.307,91.145,8,2.282,91.213,8,2.353,91.244,4,3.814,91.257,4,3.241,91.123
2,3.565,91.200,2,2.322,91.179,11,2.364,91.224,3,2.706,91.163,4,2.175,91.241
2,2.353,91.213,12,2.224,91.217,14,3.954,91.193,3,2.913,91.204,4,2.205,91.173
5,4.207,91.079,8,3.901,91.256,8,8.241,91.103,1,2.226,91.196,4,2.770,91.329
2,2.264,91.178,10,2.468,91.150,1,2.392,91.115,1,2.565,91.214,3,2.350,91.220
4,2.390,91.169,2,2.270,91.128,11,2.266,91.203,3,2.261,91.131,4,2.264,91.167
5,2.653,91.234,10,2.499,91.167,1,3.928,91.160,4,2.205,91.114,4,2.240,91.261
5,2.266,91.182,12,2.270,91.125,17,2.194,91.119,4,2.200,91.169,3,2.714,91.100
5,2.576,91.143,13,2.348,91.241,13,2.278,91.073,4,2.424,91.284,2,2.642,91.231
4,2.501,91.171,10,2.247,91.160,1,2.262,91.175,4,2.356,91.188,4,2.392,91.211
4,2.353,91.264,2,2.442,91.131,11,3.937,91.237,3,2.887,91.261,5,3.775,91.205
4,3.440,91.245,8,2.368,91.106,8,3.190,91.170,4,2.255,91.207,3,2.294,91.191
4,2.238,91.198,2,4.012,91.171,11,2.949,91.271,3,3.413,91.126,4,2.686,91.117
2,2.271,91.150,2,2.334,91.239,11,2.350,91.150,3,4.094,91.127,4,2.789,91.146
2,2.369,91.215,10,2.230,91.217,1,3.826,91.066,1,2.419,91.150,5,2.404,91.198
5,2.307,91.173,12,3.824,91.219,17,3.843,91.101,4,2.247,91.175,3,2.394,91.175
4,2.897,91.218,2,4.199,91.166,11,2.364,91.162,3,4.112,91.127,4,2.240,91.211
5,2.255,91.071,13,2.763,91.169,13,2.185,91.150,4,2.207,91.205,4,2.378,91.028
2,2.233,91.188,2,2.302,91.146,11,2.319,91.188,2,2.276,91.224,3,2.315,91.186
5,2.570,91.158,1,5.319,91.148,11,2.541,91.148,4,2.508,91.258,2,2.406,91.121
2,2.344,91.248,2,2.317,91.319,11,2.265,91.174,3,2.269,91.148,4,3.285,91.149
2,3.416,91.163,2,3.893,91.199,11,2.576,91.181,3,2.975,91.218,4,3.332,91.204
2,2.613,91.229,2,2.398,91.178,11,2.418,91.271,3,3.436,91.197,4,2.224,91.094
3,2.273,91.159,13,3.901,91.227,6,3.584,91.152,4,2.245,91.246,4,2.217,91.061
5,2.344,91.243,8,2.323,91.160,8,3.886,91.188,4,2.599,91.159,4,3.580,91.204
5,3.372,91.220,11,2.711,91.153,15,2.336,91.180,4,4.058,91.216,4,2.293,91.117
5,3.072,91.229,8,2.626,91.219,8,2.858,91.118,4,2.383,91.155,4,2.291,91.163
5,2.409,91.246,8,3.921,91.202,8,3.919,91.146,4,2.374,91.102,5,2.286,91.216
2,2.731,91.341,8,2.359,91.097,8,3.642,91.252,2,2.207,91.272,4,2.574,91.206
4,2.278,91.141,2,2.280,91.212,11,2.302,91.224,3,3.658,91.112,4,2.449,91.117
4,2.398,91.178,13,2.295,91.238,5,2.419,91.221,4,5.128,91.186,5,2.366,91.210
5,2.328,91.122,2,2.302,91.146,11,3.964,91.237,4,3.993,91.184,3,2.435,91.177
4,2.369,91.229,2,2.315,91.170,11,2.324,91.210,3,3.452,91.156,4,2.751,91.210
2,2.559,91.239,2,3.498,91.218,11,2.199,91.203,3,2.244,91.098,5,2.576,91.263
4,2.316,91.140,2,4.183,91.114,11,2.287,91.226,3,2.279,91.040,4,2.631,91.162
4,2.404,91.216,2,2.623,91.073,11,2.452,91.227,3,2.329,91.109,4,3.214,91.173
4,2.246,91.187,8,2.515,91.136,9,2.321,91.195,3,2.411,91.201,4,2.731,91.157
2,2.426,91.153,2,2.196,91.199,11,2.357,91.251,3,2.309,91.160,4,3.862,91.212
5,2.575,91.282,10,4.706,91.104,1,3.303,91.199,4,5.624,91.231,4,2.669,91.248
4,2.329,91.170,2,3.394,91.268,11,5.070,91.233,3,3.949,91.183,4,4.193,91.148
2,2.266,91.213,2,2.264,91.105,11,2.272,91.174,3,2.407,91.166,5,2.215,91.314
5,4.150,91.183,10,2.288,91.247,1,3.327,91.119,2,2.275,91.189,4,2.376,91.139
2,2.267,91.179,2,2.256,91.229,11,2.327,91.241,3,2.341,91.165,4,2.190,91.174
4,2.280,91.259,2,2.263,91.231,11,2.255,91.144,3,2.382,91.115,4,2.395,91.060
5,3.981,91.200,8,2.669,91.130,9,2.524,91.210,4,2.406,91.219,5,2.267,91.194
